,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
1437,California,No,2,Bachelor,Other,F,Suburban,Married,1,Agent,Four-Door Car,2,P,2
1438,Oregon,No,1,High School or Below,Employed,F,Urban,Married,2,Branch,Four-Door Car,2,C,1
1439,California,No,3,Bachelor,Employed,M,Rural,Single,1,Agent,Four-Door Car,1,P,3
1440,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Two-Door Car,2,P,1
1441,Washington,No,1,Bachelor,Other,F,Suburban,Married,4,Branch,Four-Door Car,3,P,3
1442,Oregon,No,1,College,Unemployed,F,Rural,Married,1,Branch,Four-Door Car,2,S,2
1443,California,No,1,College,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,2,P,3
1444,Oregon,Yes,1,Master and Above,Employed,F,Rural,Single,2,Web,Four-Door Car,2,P,3
1445,Arizona,No,1,Master and Above,Employed,F,Suburban,Married,1,Call Center,Luxury Car,2,P,3
1446,Arizona,No,1,Master and Above,Employed,M,Urban,Married,3,Agent,Four-Door Car,2,P,3
1447,Oregon,No,1,College,Unemployed,M,Suburban,Single,2,Branch,Two-Door Car,2,C,3
1448,Nevada,No,1,College,Unemployed,M,Suburban,Single,3,Branch,SUV,2,P,2
1449,Oregon,Yes,2,High School or Below,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,2
1450,Nevada,No,1,Bachelor,Employed,M,Rural,Married,2,Web,Four-Door Car,2,C,3
1451,California,No,1,College,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
1452,California,No,1,High School or Below,Other,F,Suburban,Married,1,Call Center,SUV,2,P,3
1453,Oregon,No,1,Bachelor,Employed,M,Rural,Single,2,Agent,Luxury Car,1,P,3
1454,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Call Center,Four-Door Car,2,C,2
1455,Oregon,No,3,Master and Above,Unemployed,F,Rural,Single,2,Web,SUV,2,P,2
1456,California,Yes,1,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,1,P,2
1457,California,No,1,High School or Below,Unemployed,F,Suburban,Single,4,Call Center,Four-Door Car,2,P,3
1458,California,No,1,High School or Below,Employed,M,Suburban,Single,4,Web,Luxury Car,2,P,2
1459,Oregon,Yes,1,High School or Below,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,2
1460,Arizona,Yes,2,High School or Below,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
1461,Washington,No,3,College,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,3,P,3
1462,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Two-Door Car,1,P,3
1463,California,No,2,College,Employed,M,Suburban,Married,3,Agent,Four-Door Car,2,P,2
1464,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Web,Four-Door Car,2,P,3
1465,Nevada,No,1,High School or Below,Employed,M,Rural,Married,4,Agent,Two-Door Car,3,P,1
1466,California,No,2,College,Employed,M,Suburban,Single,2,Branch,SUV,3,P,2
1467,Oregon,No,2,High School or Below,Employed,F,Rural,Married,1,Agent,SUV,2,P,3
1468,Washington,Yes,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,1
1469,Oregon,No,2,College,Employed,F,Suburban,Single,1,Agent,Luxury Car,2,P,3
1470,Nevada,No,2,College,Employed,M,Suburban,Married,2,Web,Four-Door Car,1,P,3
1471,Oregon,No,1,College,Employed,M,Rural,Married,1,Agent,Four-Door Car,2,P,3
1472,Oregon,Yes,2,College,Employed,F,Rural,Married,2,Call Center,Two-Door Car,3,P,2
1473,Oregon,No,2,Bachelor,Employed,F,Rural,Single,1,Branch,Four-Door Car,2,P,3
1474,Nevada,No,1,College,Employed,F,Urban,Married,3,Call Center,SUV,1,P,3
1475,Oregon,No,1,High School or Below,Employed,F,Rural,Married,2,Call Center,Two-Door Car,2,S,2
1476,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,SUV,2,P,3
1477,Oregon,No,1,College,Employed,M,Urban,Married,1,Call Center,Luxury Car,2,P,2
1478,California,No,1,Bachelor,Other,F,Suburban,Married,4,Web,Four-Door Car,1,C,3
1479,Arizona,No,1,Bachelor,Employed,F,Suburban,Single,1,Branch,Two-Door Car,1,C,1
1480,Oregon,No,1,Bachelor,Employed,F,Urban,Single,2,Call Center,Four-Door Car,2,C,3
1481,Arizona,No,1,Bachelor,Other,F,Suburban,Married,3,Call Center,SUV,1,P,3
1482,Arizona,No,1,Master and Above,Employed,F,Urban,Single,3,Branch,Two-Door Car,2,P,2
1483,Arizona,No,1,Bachelor,Employed,F,Rural,Single,2,Call Center,Luxury Car,1,P,2
1484,California,No,2,Bachelor,Employed,F,Urban,Single,1,Web,SUV,2,C,3
1485,Oregon,No,1,Bachelor,Employed,F,Urban,Single,3,Agent,Four-Door Car,2,P,1
1486,Oregon,No,2,Master and Above,Employed,F,Suburban,Married,1,Branch,SUV,2,P,2
1487,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,3,Branch,Two-Door Car,2,P,3
1488,Nevada,No,2,College,Employed,F,Rural,Married,1,Branch,Four-Door Car,1,P,1
1489,Arizona,No,2,College,Unemployed,F,Suburban,Single,2,Branch,Luxury Car,2,P,2
1490,Oregon,No,1,College,Employed,F,Rural,Single,2,Branch,Four-Door Car,2,P,3
1491,Oregon,No,1,College,Employed,M,Rural,Single,4,Call Center,Four-Door Car,2,P,3
1492,Oregon,No,1,High School or Below,Employed,F,Urban,Single,2,Agent,Four-Door Car,2,C,1
1493,California,No,2,Bachelor,Employed,M,Suburban,Married,4,Call Center,Two-Door Car,1,C,2
1494,California,No,2,College,Unemployed,F,Urban,Married,3,Web,Four-Door Car,2,P,3
1495,Nevada,No,2,College,Employed,F,Suburban,Married,2,Web,Four-Door Car,2,P,3
1496,Washington,No,2,College,Employed,M,Suburban,Married,1,Branch,Two-Door Car,2,P,3
1497,Oregon,No,2,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,3,P,1
1498,California,No,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,2
1499,Nevada,No,1,High School or Below,Unemployed,F,Suburban,Married,3,Agent,Four-Door Car,3,P,3
1500,Oregon,No,1,Bachelor,Employed,F,Rural,Married,4,Call Center,Four-Door Car,2,C,3
1501,Washington,Yes,1,Master and Above,Employed,F,Suburban,Married,2,Agent,Four-Door Car,1,P,1
1502,Oregon,No,1,College,Other,M,Suburban,Single,4,Web,SUV,2,C,3
1503,Arizona,No,2,High School or Below,Other,F,Suburban,Married,1,Agent,SUV,2,S,3
1504,Oregon,No,1,High School or Below,Employed,M,Suburban,Single,4,Agent,Luxury Car,2,C,3
1505,Washington,No,2,Bachelor,Employed,F,Urban,Married,2,Web,Four-Door Car,2,P,3
1506,Washington,No,1,High School or Below,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
1507,California,No,1,High School or Below,Employed,M,Suburban,Single,2,Web,Two-Door Car,1,P,3
1508,Washington,No,2,Bachelor,Employed,M,Urban,Married,1,Agent,SUV,2,P,1
1509,Oregon,No,3,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,1,C,2
1510,Arizona,No,2,High School or Below,Employed,F,Rural,Married,4,Branch,SUV,2,C,3
1511,Arizona,No,3,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,3
1512,Oregon,No,1,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,C,1
1513,California,No,2,College,Employed,F,Urban,Married,1,Branch,Four-Door Car,2,P,3
1514,California,No,2,Master and Above,Employed,M,Suburban,Married,2,Web,Two-Door Car,2,P,3
1515,Arizona,No,3,High School or Below,Employed,F,Suburban,Married,4,Agent,Four-Door Car,1,P,1
1516,Oregon,No,3,High School or Below,Employed,F,Suburban,Married,3,Branch,Luxury Car,1,P,3
1517,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,4,Web,Two-Door Car,2,P,2
1518,Arizona,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Call Center,Two-Door Car,2,C,3
1519,California,No,2,College,Employed,F,Rural,Married,2,Call Center,Four-Door Car,1,P,3
1520,Arizona,No,1,Master and Above,Unemployed,M,Urban,Married,2,Branch,Four-Door Car,2,P,3
1521,Oregon,No,3,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,3,C,3
1522,Nevada,Yes,1,High School or Below,Other,M,Suburban,Single,1,Branch,SUV,2,P,2
1523,Arizona,No,1,High School or Below,Employed,F,Urban,Married,2,Web,SUV,2,P,2
1524,Oregon,No,1,College,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,P,2
1525,California,No,1,College,Employed,M,Suburban,Married,4,Branch,Four-Door Car,1,P,2
1526,California,No,1,College,Unemployed,F,Suburban,Single,3,Web,Four-Door Car,2,P,3
1527,California,No,2,Master and Above,Employed,F,Rural,Married,2,Call Center,Four-Door Car,1,P,3
1528,Nevada,No,1,Bachelor,Other,F,Suburban,Married,1,Branch,Four-Door Car,1,P,3
1529,Arizona,No,1,College,Unemployed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
1530,Arizona,No,2,College,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,3
1531,Oregon,No,1,High School or Below,Other,F,Suburban,Single,4,Web,Four-Door Car,3,P,2
1532,Oregon,No,2,Master and Above,Employed,M,Urban,Married,2,Branch,Four-Door Car,2,P,3
1533,Arizona,Yes,1,High School or Below,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,C,1
1534,Oregon,No,1,College,Unemployed,M,Suburban,Single,2,Agent,Luxury Car,1,C,3
1535,California,No,1,Master and Above,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,C,3
1536,California,No,1,College,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
1537,California,Yes,1,High School or Below,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
1538,Arizona,No,1,Bachelor,Employed,F,Rural,Single,1,Call Center,SUV,1,P,1
1539,Arizona,Yes,3,Master and Above,Employed,M,Rural,Married,1,Agent,Two-Door Car,2,P,3
1540,California,No,3,Bachelor,Unemployed,F,Suburban,Married,1,Agent,Luxury Car,2,P,2
1541,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,3,Agent,Luxury Car,3,P,3
1542,California,No,1,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,1,P,1
1543,Oregon,No,2,High School or Below,Employed,F,Rural,Married,1,Agent,SUV,2,P,3
1544,California,No,1,Bachelor,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
1545,Oregon,No,1,Bachelor,Employed,F,Rural,Married,1,Branch,Two-Door Car,3,C,2
1546,California,No,1,College,Other,M,Suburban,Married,2,Branch,Four-Door Car,3,P,2
1547,Nevada,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,2,P,3
1548,Washington,No,1,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,1,P,2
1549,Arizona,No,1,Bachelor,Unemployed,M,Urban,Single,1,Branch,Four-Door Car,2,P,3
1550,Arizona,Yes,1,Bachelor,Employed,M,Suburban,Single,1,Call Center,SUV,2,P,3
1551,Nevada,No,3,Bachelor,Employed,M,Suburban,Single,3,Agent,Four-Door Car,2,P,3
1552,California,No,3,College,Employed,M,Suburban,Married,1,Agent,Luxury Car,2,P,1
1553,California,No,2,High School or Below,Employed,M,Rural,Married,3,Agent,Two-Door Car,2,P,3
1554,Arizona,No,1,Master and Above,Employed,M,Urban,Married,1,Branch,Four-Door Car,2,P,3
1555,Arizona,No,2,High School or Below,Employed,M,Suburban,Married,3,Branch,Luxury Car,1,P,2
1556,Arizona,No,1,College,Employed,M,Suburban,Married,4,Agent,Four-Door Car,1,C,2
1557,Arizona,No,1,Bachelor,Employed,F,Urban,Married,2,Branch,Two-Door Car,1,C,2
1558,Oregon,No,3,Bachelor,Employed,F,Suburban,Married,1,Agent,SUV,2,P,3
1559,California,No,2,Bachelor,Employed,M,Suburban,Single,2,Web,Four-Door Car,2,C,3
1560,Arizona,Yes,1,College,Other,F,Suburban,Single,1,Agent,SUV,1,P,2
1561,California,Yes,1,College,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,3,P,2
1562,Oregon,No,2,Bachelor,Unemployed,M,Rural,Married,1,Branch,Two-Door Car,3,P,3
1563,Arizona,No,1,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,3,P,3
1564,Nevada,No,3,High School or Below,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,1,C,2
1565,Oregon,No,2,High School or Below,Employed,M,Urban,Married,2,Web,Two-Door Car,2,P,3
1566,Washington,No,2,College,Unemployed,M,Suburban,Single,3,Branch,Four-Door Car,1,P,3
1567,Oregon,No,1,Master and Above,Employed,F,Urban,Married,2,Call Center,Four-Door Car,2,P,2
1568,California,No,1,College,Employed,F,Suburban,Married,3,Branch,SUV,2,P,1
1569,Oregon,Yes,2,High School or Below,Employed,M,Rural,Single,1,Agent,Four-Door Car,2,S,2
1570,California,No,1,College,Unemployed,F,Suburban,Single,1,Agent,Two-Door Car,3,C,3
1571,Washington,No,1,Master and Above,Employed,F,Urban,Married,4,Branch,SUV,1,P,2
1572,Arizona,No,1,College,Employed,F,Urban,Married,2,Call Center,SUV,2,P,2
1573,Oregon,No,1,College,Employed,M,Suburban,Married,1,Call Center,SUV,2,P,3
1574,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,SUV,1,P,3
1575,Oregon,No,1,College,Employed,F,Urban,Single,1,Web,SUV,2,P,2
1576,Nevada,No,1,Bachelor,Employed,M,Suburban,Single,1,Call Center,Two-Door Car,2,C,1
1577,Oregon,Yes,2,Master and Above,Employed,M,Suburban,Married,2,Branch,SUV,2,P,1
1578,Arizona,No,1,High School or Below,Employed,F,Urban,Single,2,Agent,SUV,1,C,2
1579,California,No,2,College,Employed,M,Suburban,Married,1,Web,Four-Door Car,1,C,1
1580,Arizona,No,1,College,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,2,P,1
1581,Washington,No,3,Master and Above,Employed,F,Urban,Married,2,Web,Four-Door Car,2,P,3
1582,Oregon,No,2,Bachelor,Employed,M,Urban,Married,1,Agent,SUV,2,P,3
1583,Oregon,No,1,College,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,2
1584,California,No,3,Bachelor,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,2
1585,Arizona,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Two-Door Car,2,P,3
1586,Washington,No,1,High School or Below,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,2
1587,Arizona,No,1,High School or Below,Employed,F,Urban,Single,1,Call Center,SUV,2,C,2
1588,Oregon,No,2,College,Employed,M,Suburban,Single,2,Branch,Four-Door Car,2,P,1
1589,Nevada,No,1,High School or Below,Employed,F,Urban,Married,2,Branch,Two-Door Car,2,P,2
1590,Nevada,No,2,College,Employed,F,Suburban,Married,3,Branch,Four-Door Car,2,C,2
1591,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,SUV,2,P,3
1592,Arizona,No,2,High School or Below,Employed,M,Suburban,Married,4,Agent,Luxury Car,2,C,1
1593,Oregon,No,1,College,Unemployed,F,Suburban,Single,3,Branch,Two-Door Car,1,P,1
1594,Oregon,No,1,College,Unemployed,M,Suburban,Married,2,Web,Four-Door Car,2,P,1
1595,Oregon,Yes,3,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,3
1596,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,1,P,1
1597,Oregon,No,1,College,Unemployed,M,Suburban,Single,2,Agent,SUV,2,P,2
1598,Oregon,No,1,Bachelor,Employed,F,Suburban,Married,4,Web,Four-Door Car,3,P,3
1599,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,1,P,3
1600,Nevada,No,1,College,Employed,M,Suburban,Married,4,Call Center,Luxury Car,2,C,3
1601,California,No,3,Bachelor,Other,M,Suburban,Single,4,Call Center,Four-Door Car,2,P,3
1602,Oregon,No,1,High School or Below,Employed,F,Rural,Married,4,Branch,Four-Door Car,2,P,2
1603,California,No,2,High School or Below,Unemployed,M,Suburban,Married,4,Web,Four-Door Car,1,P,2
1604,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Agent,SUV,2,P,1
1605,Arizona,No,1,Bachelor,Unemployed,F,Rural,Married,1,Agent,Luxury Car,2,C,2
1606,Washington,No,2,Bachelor,Employed,F,Rural,Married,1,Branch,Four-Door Car,2,P,2
1607,Oregon,No,2,Master and Above,Employed,F,Rural,Single,1,Web,Four-Door Car,2,P,1
1608,Arizona,No,1,Master and Above,Unemployed,F,Suburban,Married,3,Web,SUV,2,P,2
1609,Arizona,No,2,High School or Below,Employed,M,Suburban,Married,1,Branch,Luxury Car,2,P,3
1610,Nevada,No,2,Master and Above,Unemployed,M,Rural,Single,1,Web,Four-Door Car,2,C,2
1611,California,No,1,Master and Above,Employed,F,Rural,Single,2,Call Center,SUV,2,P,2
1612,California,No,1,High School or Below,Employed,M,Suburban,Married,1,Branch,Four-Door Car,2,C,3
1613,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Luxury Car,2,P,3
1614,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,2
1615,California,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Web,Four-Door Car,2,P,1
1616,Arizona,No,2,High School or Below,Employed,M,Suburban,Married,4,Agent,Two-Door Car,2,P,3
1617,Washington,No,1,Bachelor,Employed,F,Urban,Single,1,Branch,Two-Door Car,2,C,2
1618,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,C,3
1619,California,No,2,High School or Below,Employed,M,Suburban,Single,2,Agent,SUV,3,P,2
1620,Washington,Yes,1,College,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,S,2
1621,Nevada,No,3,Bachelor,Unemployed,F,Suburban,Single,1,Web,SUV,2,C,1
1622,Nevada,No,3,College,Unemployed,M,Suburban,Single,1,Agent,SUV,2,C,3
1623,Oregon,Yes,1,College,Employed,M,Urban,Single,2,Agent,Two-Door Car,2,P,3
1624,California,No,3,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Two-Door Car,2,S,2
1625,Oregon,No,1,High School or Below,Employed,M,Rural,Married,1,Branch,Four-Door Car,2,P,3
1626,California,No,1,College,Unemployed,M,Suburban,Single,1,Branch,Luxury Car,2,C,2
1627,Washington,No,1,High School or Below,Employed,F,Rural,Married,4,Branch,Two-Door Car,2,P,2
1628,Oregon,No,2,College,Employed,F,Suburban,Married,3,Call Center,Four-Door Car,2,P,3
1629,Arizona,Yes,1,College,Other,M,Suburban,Married,2,Agent,Two-Door Car,2,S,3
1630,California,No,2,Master and Above,Unemployed,M,Suburban,Single,4,Web,Four-Door Car,2,C,2
1631,Oregon,No,2,High School or Below,Employed,M,Rural,Married,4,Branch,Four-Door Car,2,P,2
1632,Arizona,No,1,College,Employed,F,Urban,Single,2,Web,Four-Door Car,1,P,2
1633,Oregon,No,3,Bachelor,Other,F,Suburban,Married,1,Agent,Four-Door Car,1,C,2
1634,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Married,1,Branch,Four-Door Car,2,P,2
1635,California,Yes,1,Bachelor,Employed,F,Urban,Single,2,Web,Two-Door Car,2,P,2
1636,Oregon,No,3,College,Unemployed,M,Suburban,Married,2,Branch,SUV,3,P,3
1637,Nevada,No,1,Master and Above,Employed,F,Suburban,Single,1,Agent,Four-Door Car,3,P,1
1638,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Married,1,Agent,SUV,2,P,3
1639,California,No,3,College,Employed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,2
1640,Washington,No,3,Master and Above,Unemployed,F,Suburban,Married,2,Branch,Four-Door Car,1,P,3
1641,Arizona,No,1,Bachelor,Employed,M,Suburban,Married,1,Branch,Four-Door Car,3,P,2
1642,Arizona,No,1,Master and Above,Employed,F,Rural,Single,1,Agent,Four-Door Car,2,P,2
1643,Oregon,No,2,Bachelor,Unemployed,F,Suburban,Married,1,Call Center,Four-Door Car,2,P,3
1644,Arizona,Yes,2,College,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,3
1645,Nevada,No,1,Master and Above,Employed,M,Suburban,Married,4,Call Center,Luxury Car,2,C,2
1646,Arizona,No,1,College,Unemployed,M,Suburban,Married,1,Web,Four-Door Car,2,P,3
1647,Nevada,No,1,College,Employed,F,Urban,Single,3,Agent,Four-Door Car,2,P,2
1648,Washington,No,1,College,Employed,M,Suburban,Single,3,Agent,Four-Door Car,1,P,2
1649,Arizona,No,3,College,Employed,F,Suburban,Married,4,Web,SUV,2,C,3
1650,California,No,1,Bachelor,Employed,F,Rural,Single,2,Agent,Four-Door Car,2,P,3
1651,Washington,No,3,College,Employed,M,Suburban,Married,1,Branch,Four-Door Car,1,P,3
1652,Oregon,No,3,High School or Below,Employed,M,Urban,Married,4,Web,Four-Door Car,3,C,2
1653,California,No,1,Bachelor,Employed,M,Rural,Single,1,Branch,Four-Door Car,2,P,1
1654,Nevada,No,1,College,Employed,F,Suburban,Married,3,Web,Four-Door Car,2,P,3
1655,Washington,Yes,1,High School or Below,Other,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
1656,Oregon,No,2,College,Employed,M,Suburban,Married,3,Agent,Four-Door Car,2,P,1
1657,Oregon,No,1,College,Employed,F,Urban,Single,3,Agent,SUV,2,P,3
1658,Oregon,No,1,Bachelor,Employed,M,Urban,Married,2,Agent,Four-Door Car,2,C,3
1659,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,2,P,1
1660,Washington,No,1,Bachelor,Employed,F,Suburban,Single,1,Branch,Four-Door Car,2,C,2
1661,California,Yes,3,College,Employed,M,Suburban,Married,2,Branch,Four-Door Car,2,P,1
1662,Arizona,No,2,Bachelor,Employed,F,Rural,Married,3,Agent,Four-Door Car,2,P,2
1663,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Web,Two-Door Car,2,P,3
1664,California,No,1,High School or Below,Employed,M,Suburban,Married,3,Branch,Two-Door Car,3,P,3
1665,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,3,Agent,Two-Door Car,2,P,2
1666,Oregon,No,1,Master and Above,Employed,F,Urban,Married,1,Web,Luxury Car,2,C,3
1667,California,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,P,3
1668,Washington,No,2,Master and Above,Employed,F,Urban,Single,2,Agent,Two-Door Car,2,P,3
1669,California,No,2,College,Unemployed,F,Suburban,Married,1,Agent,Four-Door Car,2,C,1
1670,California,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,2,P,2
1671,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Luxury Car,2,P,3
1672,Arizona,No,2,High School or Below,Employed,F,Rural,Married,2,Agent,Four-Door Car,2,P,2
1673,Arizona,No,1,College,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,2
1674,California,No,1,College,Unemployed,F,Suburban,Married,3,Agent,Four-Door Car,2,C,3
1675,Washington,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,2
1676,Washington,No,2,Bachelor,Employed,M,Urban,Married,4,Agent,Four-Door Car,2,P,1
1677,Oregon,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Agent,SUV,1,C,3
1678,California,No,2,Bachelor,Other,F,Suburban,Married,1,Branch,Four-Door Car,2,P,2
1679,California,Yes,1,College,Employed,M,Urban,Married,2,Agent,Luxury Car,2,P,2
1680,Oregon,Yes,1,College,Other,M,Suburban,Married,1,Branch,Four-Door Car,2,P,2
1681,Arizona,No,1,High School or Below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
1682,Arizona,No,2,College,Employed,F,Rural,Single,1,Agent,Luxury Car,2,P,3
